system,record_id,entity_coverage,dropped_entities,dropped_relations,prediction_found
raw,106014,1.0,0,0,True
raw,104019,1.0,0,0,True
raw,103319,1.0,0,0,True
raw,101560,1.0,0,0,True
raw,103954,1.0,0,0,True
raw,103519,1.0,0,0,True
raw,103550,1.0,0,0,True
raw,101787,1.0,0,0,True
raw,101814,1.0,0,0,True
raw,106012,1.0,0,0,True
raw,100176,1.0,0,0,True
raw,105432,1.0,0,0,True
raw,105926,1.0,0,0,True
raw,104969,1.0,0,0,True
raw,105014,1.0,0,0,True
raw,105894,1.0,0,0,True
raw,100338,1.0,0,0,True
raw,104527,1.0,0,0,True
raw,105040,1.0,0,0,True
raw,104152,1.0,0,0,True
raw,103211,1.0,0,0,True
raw,101745,1.0,0,0,True
raw,104204,1.0,0,0,True
raw,104673,1.0,0,0,True
raw,104345,1.0,0,0,True
raw,103492,1.0,0,0,True
raw,103242,1.0,0,0,True
raw,104510,1.0,0,0,True
raw,102969,1.0,0,0,True
raw,101596,1.0,0,0,True
raw,100963,1.0,0,0,True
raw,100208,1.0,0,0,True
raw,103275,1.0,0,0,True
raw,105544,1.0,0,0,True
raw,100952,1.0,0,0,True
raw,102376,1.0,0,0,True
raw,102319,1.0,0,0,True
raw,100606,1.0,0,0,True
raw,100625,1.0,0,0,True
raw,105225,1.0,0,0,True
raw,102382,1.0,0,0,True
raw,100661,1.0,0,0,True
raw,105789,1.0,0,0,True
raw,101790,1.0,0,0,True
raw,103026,1.0,0,0,True
raw,105846,1.0,0,0,True
raw,101947,1.0,0,0,True
raw,102211,1.0,0,0,True
raw,104761,1.0,0,0,True
raw,100526,1.0,0,0,True
raw,100852,1.0,0,0,True
raw,101654,1.0,0,0,True
raw,101385,1.0,0,0,True
raw,101895,1.0,0,0,True
raw,100374,1.0,0,0,True
raw,106090,1.0,0,0,True
raw,105629,1.0,0,0,True
raw,102941,1.0,0,0,True
raw,104779,1.0,0,0,True
raw,105365,1.0,0,0,True
raw,103737,1.0,0,0,True
raw,100239,1.0,0,0,True
raw,100251,1.0,0,0,True
raw,100083,1.0,0,0,True
raw,104896,1.0,0,0,True
raw,106047,1.0,0,0,True
raw,105984,1.0,0,0,True
raw,106025,1.0,0,0,True
raw,105452,1.0,0,0,True
raw,102989,1.0,0,0,True
raw,101857,1.0,0,0,True
raw,103385,1.0,0,0,True
raw,100866,1.0,0,0,True
raw,103875,1.0,0,0,True
raw,104238,1.0,0,0,True
raw,100261,1.0,0,0,True
raw,100563,1.0,0,0,True
raw,104478,1.0,0,0,True
raw,103416,1.0,0,0,True
raw,101877,1.0,0,0,True
raw,101616,1.0,0,0,True
raw,101161,1.0,0,0,True
raw,104712,1.0,0,0,True
raw,101140,1.0,0,0,True
raw,104193,1.0,0,0,True
raw,104935,1.0,0,0,True
raw,103809,1.0,0,0,True
raw,106039,1.0,0,0,True
raw,100544,1.0,0,0,True
raw,104811,1.0,0,0,True
raw,104635,1.0,0,0,True
raw,103197,1.0,0,0,True
raw,100093,1.0,0,0,True
raw,102784,1.0,0,0,True
raw,103884,1.0,0,0,True
raw,104519,1.0,0,0,True
raw,101890,1.0,0,0,True
raw,103995,1.0,0,0,True
raw,103640,1.0,0,0,True
raw,103127,1.0,0,0,True
raw,102267,1.0,0,0,True
raw,103587,1.0,0,0,True
raw,100152,1.0,0,0,True
raw,105422,1.0,0,0,True
raw,103362,1.0,0,0,True
raw,101332,1.0,0,0,True
raw,104560,1.0,0,0,True
raw,104272,1.0,0,0,True
raw,102646,1.0,0,0,True
raw,103685,1.0,0,0,True
raw,101871,1.0,0,0,True
raw,101727,1.0,0,0,True
raw,103380,1.0,0,0,True
raw,104886,1.0,0,0,True
raw,101894,1.0,0,0,True
raw,105435,1.0,0,0,True
raw,104553,1.0,0,0,True
raw,105804,1.0,0,0,True
raw,100812,1.0,0,0,True
raw,101902,1.0,0,0,True
raw,100071,1.0,0,0,True
raw,105729,1.0,0,0,True
raw,105319,1.0,0,0,True
raw,100011,1.0,0,0,True
raw,105017,1.0,0,0,True
raw,105067,1.0,0,0,True
raw,101710,1.0,0,0,True
raw,101471,1.0,0,0,True
raw,100976,1.0,0,0,True
raw,100066,1.0,0,0,True
raw,104760,1.0,0,0,True
raw,104074,1.0,0,0,True
raw,105913,1.0,0,0,True
raw,101081,1.0,0,0,True
raw,105893,1.0,0,0,True
raw,100063,1.0,0,0,True
raw,105802,1.0,0,0,True
raw,100450,1.0,0,0,True
raw,102827,1.0,0,0,True
raw,104517,1.0,0,0,True
raw,102453,1.0,0,0,True
raw,101870,1.0,0,0,True
raw,101016,1.0,0,0,True
raw,106049,1.0,0,0,True
raw,103543,1.0,0,0,True
raw,103044,1.0,0,0,True
raw,101095,1.0,0,0,True
raw,105018,1.0,0,0,True
raw,104164,1.0,0,0,True
raw,101839,1.0,0,0,True
raw,103023,1.0,0,0,True
raw,101079,1.0,0,0,True
raw,103788,1.0,0,0,True
raw,101114,1.0,0,0,True
raw,105778,1.0,0,0,True
raw,101078,1.0,0,0,True
raw,103039,1.0,0,0,True
raw,105176,1.0,0,0,True
raw,104317,1.0,0,0,True
raw,102952,1.0,0,0,True
raw,101549,1.0,0,0,True
raw,105805,1.0,0,0,True
raw,104365,1.0,0,0,True
raw,105944,1.0,0,0,True
raw,104661,1.0,0,0,True
raw,105803,1.0,0,0,True
raw,101369,1.0,0,0,True
raw,102022,1.0,0,0,True
raw,101667,1.0,0,0,True
raw,101007,1.0,0,0,True
raw,104473,1.0,0,0,True
raw,106005,1.0,0,0,True
raw,106067,1.0,0,0,True
raw,104980,1.0,0,0,True
raw,104107,1.0,0,0,True
raw,105469,1.0,0,0,True
raw,105082,1.0,0,0,True
raw,102759,1.0,0,0,True
raw,100288,1.0,0,0,True
raw,105311,1.0,0,0,True
raw,105686,1.0,0,0,True
raw,105941,1.0,0,0,True
raw,105758,1.0,0,0,True
raw,103425,1.0,0,0,True
raw,104680,1.0,0,0,True
raw,106015,1.0,0,0,True
raw,105848,1.0,0,0,True
raw,105137,1.0,0,0,True
raw,102411,1.0,0,0,True
raw,105482,1.0,0,0,True
raw,104091,1.0,0,0,True
raw,103030,1.0,0,0,True
raw,105651,1.0,0,0,True
raw,101310,1.0,0,0,True
raw,101582,1.0,0,0,True
raw,100546,1.0,0,0,True
raw,102306,1.0,0,0,True
raw,105685,1.0,0,0,True
raw,102946,1.0,0,0,True
raw,102004,1.0,0,0,True
raw,104041,1.0,0,0,True
raw,105158,1.0,0,0,True
raw,105810,1.0,0,0,True
raw,103905,1.0,0,0,True
raw,105214,1.0,0,0,True
raw,105080,1.0,0,0,True
raw,104090,1.0,0,0,True
raw,104599,1.0,0,0,True
raw,101630,1.0,0,0,True
raw,105021,1.0,0,0,True
raw,104649,1.0,0,0,True
raw,100594,1.0,0,0,True
raw,104570,1.0,0,0,True
raw,104678,1.0,0,0,True
raw,100856,1.0,0,0,True
raw,106146,1.0,0,0,True
raw,104122,1.0,0,0,True
raw,103024,1.0,0,0,True
raw,101738,1.0,0,0,True
raw,101670,1.0,0,0,True
raw,104178,1.0,0,0,True
raw,103630,1.0,0,0,True
raw,101645,1.0,0,0,True
raw,105283,1.0,0,0,True
raw,101644,1.0,0,0,True
raw,100157,1.0,0,0,True
raw,102410,1.0,0,0,True
raw,103079,1.0,0,0,True
raw,105690,1.0,0,0,True
raw,104962,1.0,0,0,True
raw,103763,1.0,0,0,True
raw,101428,1.0,0,0,True
raw,100038,1.0,0,0,True
raw,100618,1.0,0,0,True
raw,102027,1.0,0,0,True
raw,104959,1.0,0,0,True
raw,104964,1.0,0,0,True
raw,104963,1.0,0,0,True
raw,101231,1.0,0,0,True
raw,101455,1.0,0,0,True
raw,102557,1.0,0,0,True
raw,100257,1.0,0,0,True
raw,105945,1.0,0,0,True
raw,100001,1.0,0,0,True
raw,101042,1.0,0,0,True
raw,100458,1.0,0,0,True
raw,105379,1.0,0,0,True
raw,105433,1.0,0,0,True
raw,100003,1.0,0,0,True
raw,101254,1.0,0,0,True
raw,105842,1.0,0,0,True
raw,104802,1.0,0,0,True
raw,105947,1.0,0,0,True
raw,101037,1.0,0,0,True
raw,101255,1.0,0,0,True
raw,104777,1.0,0,0,True
raw,102002,1.0,0,0,True
raw,101342,1.0,0,0,True
raw,105731,1.0,0,0,True
raw,102707,1.0,0,0,True
raw,105641,1.0,0,0,True
raw,104175,1.0,0,0,True
raw,105958,1.0,0,0,True
raw,104259,1.0,0,0,True
raw,105258,1.0,0,0,True
raw,105138,1.0,0,0,True
raw,105911,1.0,0,0,True
raw,104474,1.0,0,0,True
raw,101541,1.0,0,0,True
raw,105742,1.0,0,0,True
raw,100718,1.0,0,0,True
raw,104182,1.0,0,0,True
raw,100067,1.0,0,0,True
raw,105950,1.0,0,0,True
raw,101612,1.0,0,0,True
raw,104823,1.0,0,0,True
raw,104329,1.0,0,0,True
raw,103327,1.0,0,0,True
raw,101562,1.0,0,0,True
raw,104658,1.0,0,0,True
raw,105593,1.0,0,0,True
raw,105634,1.0,0,0,True
raw,105946,1.0,0,0,True
raw,105949,1.0,0,0,True
raw,105468,1.0,0,0,True
raw,105948,1.0,0,0,True
raw,105951,1.0,0,0,True
raw,105228,1.0,0,0,True
raw,102165,1.0,0,0,True
raw,104923,1.0,0,0,True
raw,105055,1.0,0,0,True
raw,105314,1.0,0,0,True
raw,104121,1.0,0,0,True
raw,105471,1.0,0,0,True
raw,105986,1.0,0,0,True
raw,100913,1.0,0,0,True
raw,105762,1.0,0,0,True
raw,105447,1.0,0,0,True
raw,103123,1.0,0,0,True
raw,105255,1.0,0,0,True
raw,103705,1.0,0,0,True
raw,104545,1.0,0,0,True
raw,101739,1.0,0,0,True
raw,104572,1.0,0,0,True
raw,104245,1.0,0,0,True
raw,100207,1.0,0,0,True
raw,104825,1.0,0,0,True
raw,101581,1.0,0,0,True
raw,102031,1.0,0,0,True
raw,105730,1.0,0,0,True
raw,105322,1.0,0,0,True
raw,105849,1.0,0,0,True
raw,105874,1.0,0,0,True
raw,103041,1.0,0,0,True
raw,104908,1.0,0,0,True
raw,100908,1.0,0,0,True
raw,100473,1.0,0,0,True
raw,104487,1.0,0,0,True
raw,101039,1.0,0,0,True
raw,100917,1.0,0,0,True
raw,104647,1.0,0,0,True
raw,103424,1.0,0,0,True
raw,100029,1.0,0,0,True
raw,105102,1.0,0,0,True
raw,105635,1.0,0,0,True
raw,105338,1.0,0,0,True
raw,105895,1.0,0,0,True
raw,105847,1.0,0,0,True
raw,103509,1.0,0,0,True
raw,100030,1.0,0,0,True
raw,104648,1.0,0,0,True
raw,102789,1.0,0,0,True
raw,104568,1.0,0,0,True
raw,104087,1.0,0,0,True
raw,104566,1.0,0,0,True
raw,103322,1.0,0,0,True
raw,104488,1.0,0,0,True
raw,100617,1.0,0,0,True
raw,105123,1.0,0,0,True
raw,101459,1.0,0,0,True
raw,102959,1.0,0,0,True
raw,103631,1.0,0,0,True
raw,104486,1.0,0,0,True
raw,106118,1.0,0,0,True
raw,105295,1.0,0,0,True
raw,105669,1.0,0,0,True
raw,105312,1.0,0,0,True
raw,101757,1.0,0,0,True
raw,100762,1.0,0,0,True
raw,103791,1.0,0,0,True
raw,103813,1.0,0,0,True
raw,100697,1.0,0,0,True
raw,102721,1.0,0,0,True
raw,104083,1.0,0,0,True
raw,105279,1.0,0,0,True
raw,105834,1.0,0,0,True
raw,106055,1.0,0,0,True
raw,105973,1.0,0,0,True
raw,102023,1.0,0,0,True
raw,104109,1.0,0,0,True
raw,103962,1.0,0,0,True
raw,100457,1.0,0,0,True
raw,103961,1.0,0,0,True
raw,105387,1.0,0,0,True
raw,105757,1.0,0,0,True
raw,103293,1.0,0,0,True
raw,102932,1.0,0,0,True
raw,105579,1.0,0,0,True
raw,105081,1.0,0,0,True
raw,101716,1.0,0,0,True
raw,102788,1.0,0,0,True
raw,103963,1.0,0,0,True
raw,101920,1.0,0,0,True
raw,105386,1.0,0,0,True
raw,105693,1.0,0,0,True
raw,101580,1.0,0,0,True
raw,105625,1.0,0,0,True
raw,101551,1.0,0,0,True
raw,102281,1.0,0,0,True
raw,106145,1.0,0,0,True
raw,105461,1.0,0,0,True
raw,103965,1.0,0,0,True
raw,105020,1.0,0,0,True
raw,101093,1.0,0,0,True
raw,100940,1.0,0,0,True
raw,101675,1.0,0,0,True
raw,103632,1.0,0,0,True
raw,100942,1.0,0,0,True
raw,102025,1.0,0,0,True
raw,104485,1.0,0,0,True
raw,106147,1.0,0,0,True
raw,102028,1.0,0,0,True
raw,104483,1.0,0,0,True
raw,103454,1.0,0,0,True
raw,105691,1.0,0,0,True
raw,103906,1.0,0,0,True
raw,105924,1.0,0,0,True
raw,100941,1.0,0,0,True
raw,106021,1.0,0,0,True
raw,106053,1.0,0,0,True
raw,105777,1.0,0,0,True
raw,101184,1.0,0,0,True
raw,104936,1.0,0,0,True
raw,105820,1.0,0,0,True
raw,104771,1.0,0,0,True
raw,105347,1.0,0,0,True
raw,102966,1.0,0,0,True
raw,103959,1.0,0,0,True
raw,105553,1.0,0,0,True
raw,104585,1.0,0,0,True
raw,102930,1.0,0,0,True
raw,106116,1.0,0,0,True
raw,105987,1.0,0,0,True
raw,103112,1.0,0,0,True
raw,105247,1.0,0,0,True
raw,105345,1.0,0,0,True
raw,103952,1.0,0,0,True
raw,103950,1.0,0,0,True
raw,102282,1.0,0,0,True
raw,104567,1.0,0,0,True
raw,100149,1.0,0,0,True
raw,101579,1.0,0,0,True
raw,101439,1.0,0,0,True
raw,105722,1.0,0,0,True
raw,104894,1.0,0,0,True
raw,104369,1.0,0,0,True
raw,105147,1.0,0,0,True
raw,105689,1.0,0,0,True
raw,103478,1.0,0,0,True
raw,102047,1.0,0,0,True
raw,102920,1.0,0,0,True
raw,105818,1.0,0,0,True
raw,103529,1.0,0,0,True
raw,104699,1.0,0,0,True
raw,102026,1.0,0,0,True
raw,101138,1.0,0,0,True
raw,105344,1.0,0,0,True
raw,102143,1.0,0,0,True
raw,105253,1.0,0,0,True
raw,102915,1.0,0,0,True
raw,104977,1.0,0,0,True
raw,103527,1.0,0,0,True
raw,102911,1.0,0,0,True
raw,102357,1.0,0,0,True
raw,103696,1.0,0,0,True
raw,105027,1.0,0,0,True
raw,101688,1.0,0,0,True
raw,104108,1.0,0,0,True
raw,102045,1.0,0,0,True
raw,105747,1.0,0,0,True
raw,103469,1.0,0,0,True
raw,102378,1.0,0,0,True
raw,101929,1.0,0,0,True
raw,105741,1.0,0,0,True
raw,105058,1.0,0,0,True
raw,104127,1.0,0,0,True
raw,103945,1.0,0,0,True
raw,103165,1.0,0,0,True
raw,102657,1.0,0,0,True
raw,100536,1.0,0,0,True
raw,103736,1.0,0,0,True
raw,105841,1.0,0,0,True
raw,105910,1.0,0,0,True
raw,105840,1.0,0,0,True
raw,101122,1.0,0,0,True
raw,101416,1.0,0,0,True
raw,100534,1.0,0,0,True
raw,100064,1.0,0,0,True
raw,100537,1.0,0,0,True
raw,105430,1.0,0,0,True
raw,103213,1.0,0,0,True
raw,103019,1.0,0,0,True
raw,106120,1.0,0,0,True
raw,100998,1.0,0,0,True
raw,104957,1.0,0,0,True
raw,103687,1.0,0,0,True
raw,103277,1.0,0,0,True
raw,104143,1.0,0,0,True
raw,105226,1.0,0,0,True
raw,100535,1.0,0,0,True
raw,101381,1.0,0,0,True
raw,101730,1.0,0,0,True
raw,102257,1.0,0,0,True
raw,105478,1.0,0,0,True
raw,101172,1.0,0,0,True
raw,104037,1.0,0,0,True
raw,101879,1.0,0,0,True
raw,100989,1.0,0,0,True
raw,104177,1.0,0,0,True
raw,100130,1.0,0,0,True
raw,101881,1.0,0,0,True
raw,104197,1.0,0,0,True
raw,105620,1.0,0,0,True
raw,104129,1.0,0,0,True
raw,103557,1.0,0,0,True
raw,105293,1.0,0,0,True
raw,100200,1.0,0,0,True
raw,102235,1.0,0,0,True
raw,105912,1.0,0,0,True
raw,102238,1.0,0,0,True
raw,104459,1.0,0,0,True
raw,103867,1.0,0,0,True
raw,104627,1.0,0,0,True
raw,105448,1.0,0,0,True
raw,101811,1.0,0,0,True
raw,105336,1.0,0,0,True
raw,103135,1.0,0,0,True
raw,104372,1.0,0,0,True
raw,100002,1.0,0,0,True
raw,105133,1.0,0,0,True
raw,104937,1.0,0,0,True
raw,105446,1.0,0,0,True
raw,102349,1.0,0,0,True
raw,104494,1.0,0,0,True
raw,105294,1.0,0,0,True
raw,102234,1.0,0,0,True
raw,103583,1.0,0,0,True
raw,105900,1.0,0,0,True
raw,101635,1.0,0,0,True
raw,106032,1.0,0,0,True
raw,103040,1.0,0,0,True
raw,104620,1.0,0,0,True
raw,103015,1.0,0,0,True
raw,104754,1.0,0,0,True
raw,105914,1.0,0,0,True
raw,104682,1.0,0,0,True
raw,103566,1.0,0,0,True
raw,102039,1.0,0,0,True
raw,101040,1.0,0,0,True
raw,103637,1.0,0,0,True
raw,104139,1.0,0,0,True
raw,105726,1.0,0,0,True
raw,103193,1.0,0,0,True
raw,105599,1.0,0,0,True
raw,104081,1.0,0,0,True
raw,100992,1.0,0,0,True
raw,104145,1.0,0,0,True
raw,100062,1.0,0,0,True
raw,101038,1.0,0,0,True
raw,104753,1.0,0,0,True
raw,101094,1.0,0,0,True
raw,104574,1.0,0,0,True
raw,100426,1.0,0,0,True
raw,104174,1.0,0,0,True
raw,103201,1.0,0,0,True
raw,104575,1.0,0,0,True
raw,102036,1.0,0,0,True
raw,106117,1.0,0,0,True
raw,101613,1.0,0,0,True
raw,104914,1.0,0,0,True
raw,100136,1.0,0,0,True
raw,101620,1.0,0,0,True
raw,106099,1.0,0,0,True
raw,104472,1.0,0,0,True
raw,100874,1.0,0,0,True
raw,103957,1.0,0,0,True
raw,105331,1.0,0,0,True
raw,102130,1.0,0,0,True
raw,100853,1.0,0,0,True
raw,100101,1.0,0,0,True
raw,106096,1.0,0,0,True
raw,100910,1.0,0,0,True
raw,104258,1.0,0,0,True
raw,101633,1.0,0,0,True
raw,101457,1.0,0,0,True
raw,104084,1.0,0,0,True
raw,104492,1.0,0,0,True
raw,105837,1.0,0,0,True
raw,103196,1.0,0,0,True
raw,104904,1.0,0,0,True
raw,105883,1.0,0,0,True
raw,105619,1.0,0,0,True
raw,102123,1.0,0,0,True
raw,104096,1.0,0,0,True
raw,100700,1.0,0,0,True
raw,105980,1.0,0,0,True
raw,105877,1.0,0,0,True
raw,101557,1.0,0,0,True
raw,102814,1.0,0,0,True
raw,101944,1.0,0,0,True
raw,106000,1.0,0,0,True
raw,104493,1.0,0,0,True
raw,105546,1.0,0,0,True
raw,104100,1.0,0,0,True
raw,104826,1.0,0,0,True
raw,103389,1.0,0,0,True
raw,104590,1.0,0,0,True
raw,105384,1.0,0,0,True
raw,105563,1.0,0,0,True
raw,104907,1.0,0,0,True
raw,105343,1.0,0,0,True
raw,103195,1.0,0,0,True
raw,100131,1.0,0,0,True
raw,100199,1.0,0,0,True
raw,103859,1.0,0,0,True
raw,104240,1.0,0,0,True
raw,104405,1.0,0,0,True
raw,105342,1.0,0,0,True
raw,106114,1.0,0,0,True
raw,104381,1.0,0,0,True
raw,103233,1.0,0,0,True
raw,105334,1.0,0,0,True
raw,103860,1.0,0,0,True
raw,105907,1.0,0,0,True
raw,101629,1.0,0,0,True
raw,104636,1.0,0,0,True
raw,101432,1.0,0,0,True
raw,104082,1.0,0,0,True
raw,104251,1.0,0,0,True
raw,103360,1.0,0,0,True
raw,101631,1.0,0,0,True
raw,105332,1.0,0,0,True
raw,104247,1.0,0,0,True
raw,104910,1.0,0,0,True
raw,104241,1.0,0,0,True
raw,104086,1.0,0,0,True
raw,103806,1.0,0,0,True
raw,102603,1.0,0,0,True
raw,104909,1.0,0,0,True
raw,100099,1.0,0,0,True
raw,101041,1.0,0,0,True
raw,104981,1.0,0,0,True
raw,105836,1.0,0,0,True
raw,105328,1.0,0,0,True
raw,105329,1.0,0,0,True
raw,105538,1.0,0,0,True
raw,103194,1.0,0,0,True
raw,104246,1.0,0,0,True
raw,100400,1.0,0,0,True
raw,103528,1.0,0,0,True
raw,105618,1.0,0,0,True
raw,104573,1.0,0,0,True
raw,105826,1.0,0,0,True
raw,104571,1.0,0,0,True
raw,105578,1.0,0,0,True
raw,101417,1.0,0,0,True
raw,100873,1.0,0,0,True
raw,105417,1.0,0,0,True
raw,103388,1.0,0,0,True
raw,104371,1.0,0,0,True
raw,105972,1.0,0,0,True
raw,103299,1.0,0,0,True
raw,100098,1.0,0,0,True
raw,105088,1.0,0,0,True
raw,105421,1.0,0,0,True
raw,103053,1.0,0,0,True
raw,103384,1.0,0,0,True
raw,105106,1.0,0,0,True
raw,102821,1.0,0,0,True
raw,103072,1.0,0,0,True
raw,102800,1.0,0,0,True
raw,102545,1.0,0,0,True
raw,100916,1.0,0,0,True
raw,103325,1.0,0,0,True
raw,101071,1.0,0,0,True
raw,105763,1.0,0,0,True
raw,100206,1.0,0,0,True
raw,103531,1.0,0,0,True
raw,105749,1.0,0,0,True
raw,103805,1.0,0,0,True
raw,105739,1.0,0,0,True
raw,100065,1.0,0,0,True
raw,101634,1.0,0,0,True
raw,101046,1.0,0,0,True
raw,105464,1.0,0,0,True
raw,104085,1.0,0,0,True
raw,105252,1.0,0,0,True
raw,104768,1.0,0,0,True
raw,103942,1.0,0,0,True
raw,101327,1.0,0,0,True
raw,104652,1.0,0,0,True
raw,102507,1.0,0,0,True
raw,102931,1.0,0,0,True
raw,101676,1.0,0,0,True
raw,105335,1.0,0,0,True
raw,104829,1.0,0,0,True
raw,102167,1.0,0,0,True
raw,104622,1.0,0,0,True
raw,102144,1.0,0,0,True
raw,105346,1.0,0,0,True
raw,105971,1.0,0,0,True
raw,105930,1.0,0,0,True
raw,105671,1.0,0,0,True
raw,100151,1.0,0,0,True
